Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04 00:00:00-05:00,1.293794194584754,1.3362136349252691,1.2732914145188765,1.333385705947876,5387000,0.0,0.0
2010-01-05 00:00:00-05:00,1.3397485807082747,1.3602513606581716,1.2796542896192176,1.3432835340499878,3011000,0.0,0.0
2010-01-06 00:00:00-05:00,1.3397485790985624,1.3644932524608226,1.3142968813568345,1.3538883924484253,5331000,0.0,0.0
2010-01-07 00:00:00-05:00,1.3461111722851573,1.355302065269155,1.3185384933331645,1.3454041481018066,2718000,0.0,0.0
2010-01-08 00:00:00-05:00,1.3362135198978593,1.3644931443570958,1.3326785668404546,1.355302333831787,2899000,0.0,0.0
2010-01-11 00:00:00-05:00,1.3574230170972967,1.3821677687477587,1.345404195516157,1.363785982131958,5127000,0.0,0.0
2010-01-12 00:00:00-05:00,1.3531814539747458,1.3531814539747458,1.3249017429611059,1.3432835340499878,9167000,0.0,0.0
2010-01-13 00:00:00-05:00,1.3404555880116942,1.3404555880116942,1.2902592174868777,1.3022780418395996,9439000,0.0,0.0
2010-01-14 00:00:00-05:00,1.306520144981379,1.3340927496314818,1.2831894341267074,1.3029851913452148,10654000,0.0,0.0
2010-01-15 00:00:00-05:00,1.3121757750306773,1.3121757750306773,1.2831892108263343,1.289552092552185,1587000,0.0,0.0
2010-01-19 00:00:00-05:00,1.2655143403600906,1.2831891894506473,1.2230949048145783,1.2591514587402344,3813000,0.0,0.0
2010-01-20 00:00:00-05:00,1.2520813172349956,1.2732910310171122,1.232992507407162,1.2697560787200928,1938000,0.0,0.0
2010-01-21 00:00:00-05:00,1.2633934528157715,1.3072269404773604,1.2577375950477643,1.271877408027649,3386000,0.0,0.0
2010-01-22 00:00:00-05:00,1.2641004577803892,1.2768263061230067,1.2287509258730807,1.2414767742156982,9235000,0.0,0.0
2010-01-25 00:00:00-05:00,1.2492532956793612,1.2584441884402757,1.23440654670857,1.247839331626892,2614000,0.0,0.0
2010-01-26 00:00:00-05:00,1.2040060153448824,1.2725841659023733,1.1905732286492476,1.2556164264678955,7654000,0.0,0.0
2010-01-27 00:00:00-05:00,1.2471324757978364,1.2690491307880745,1.219559795656683,1.2308716773986816,6963000,0.0,0.0
2010-01-28 00:00:00-05:00,1.240770074194898,1.2542029503989018,1.219560349506427,1.2527889013290405,144576000,0.0,0.0
2010-01-29 00:00:00-05:00,1.2527883493971896,1.2626862671257948,1.2195598122138311,1.2287507057189941,33570000,0.0,0.0
2010-02-01 00:00:00-05:00,1.228750959820169,1.250667703920174,1.2223879933331026,1.2372348308563232,5095000,0.0,0.0
2010-02-02 00:00:00-05:00,1.2379419319110805,1.2584446285418336,1.22663004697553,1.2513747215270996,17729000,0.0,0.0
2010-02-03 00:00:00-05:00,1.2400630127225414,1.250667959030844,1.2358211184791719,1.2457189559936523,12857000,0.0,0.0
